고유 번호,지침_원문,지침,오류 유형,디바이스,문제점 및 개선 방안,점검/문구 사용 시 주의사항,,,,,,,,,,,,,,,,,,,,,,
7,(자동 재생 금지) 자동으로 소리가 재생되지 않아야 한다.,7. (자동 재생 금지) 자동으로 소리가 재생되지 않아야 한다.,웹 페이지에서 자동적으로 재생되는 3초 이상의 배경음 콘텐츠를 제공하는 경우,공통,"음성을 포함하고 있는 동영상은 자동으로 재생되지 않아야 함
음소거 상태에서 자동 재생되도록 하거나 사용자가 재생 버튼을 누르는 경우에만 재생되도록 해야 함",,,,,,,,,,,,,,,,,,,,,,,
7,(자동 재생 금지) 자동으로 소리가 재생되지 않아야 한다.,7. (자동 재생 금지) 자동으로 소리가 재생되지 않아야 한다.,마우스 오버 또는 키보드 초점을 받아 자동적으로 배경음이 3초 이상 실행되는 경우,공통,"마우스 오버에 의해 플레이어가 자동으로 실행되고 동영상과 함께 배경음을 재생하고 있음
마우스 오버가 아닌 마우스 클릭 또는 키보드 엔터 키를 실행했을 때만 플레이어가 실행되도록 수정해야 함",,,,,,,,,,,,,,,,,,,,,,,
8,(텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,8. (텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,"텍스트의 크기가 18pt 이상, 또는 굵은 14pt 이상의 텍스트가 3:1을 만족하지 않은 경우",공통,"텍스트(hex코드값)와 배경(hex코드값) 간 명도대비가 X.X:1로 최소 명도대비 기준을 충족하지 않음
명도대비 기준을 충족하도록 텍스트 색상을 변경해야 함",,,,,,,,,,,,,,,,,,,,,,,
8,(텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,8. (텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,"텍스트의 크기가 18pt 이상, 또는 굵은 14pt 이상의 텍스트가 3:1을 만족하지 않은 경우",공통,"텍스트(hex코드값)와 배경(hex코드값) 간 명도대비가 X.X:1로 최소 명도대비 기준을 충족하지 않음
명도대비 기준을 충족하도록 배경색을 변경하거나 텍스트에 명도대비 기준을 충족하는 그림자 또는 윤곽선을 제공해야 함",,,,,,,,,,,,,,,,,,,,,,,
8,(텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,8. (텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,"텍스트의 크기가 18pt 이상, 또는 굵은 14pt 이상의 텍스트가 3:1을 만족하지 않은 경우",공통,"플레이스 홀더 텍스트(hex코드값)와 배경(hex코드값) 간 명도대비가 X.X:1로 최소 명도대비 기준을 충족하지 않음
명도대비 기준을 충족하도록 기본 플레이스홀더 텍스트 색상을 변경해야 함",::placeholder{color:#;},,,,,,,,,,,,,,,,,,,,,,
8,(텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,8. (텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,"텍스트의 크기가 18pt 이상, 또는 굵은 14pt 이상의 텍스트가 3:1을 만족하지 않은 경우",공통,"아이콘(hex코드값)과 배경(hex코드값) 간 명도대비가 X.X:1로 최소 명도대비 기준을 충족하지 않음
명도대비 기준을 충족하도록 배경색을 변경하거나 아이콘에 명도대비 기준을 충족하는 그림자 또는 윤곽선을 제공해야 함","아이콘 단독 UI만 점검
텍스트 설명이 있는 경우 텍스트의 명도대비만 기준을 충족하면 됨",,,,,,,,,,,,,,,,,,,,,,
8,(텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,8. (텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,"텍스트의 크기가 18pt 이상, 또는 굵은 14pt 이상의 텍스트가 3:1을 만족하지 않은 경우",공통,"(탭/요소) 선택 시 텍스트(hex코드값)와 배경(hex코드값) 간 명도대비가 X.X:1로 최소 명도대비 기준을 충족하지 않음
명도대비 기준을 충족하도록 배경색을 변경하거나 텍스트에 명도대비 기준을 충족하는 그림자 또는 윤곽선을 제공해야 함",탭 메뉴 같은 경우,,,,,,,,,,,,,,,,,,,,,,
8,(텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,8. (텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,"이미지 텍스트의 경우 폰트 종류와 상관없이 14pt 크기에 해당하는 18.66px 미만인 경우 4.5:1 이상을 만족하지 않은 경우나, 18.66px 이상인 경우 3:1 이상을 만족하지 않은 경우(굵은 14pt 기준은 적용하지 않음)",공통,"이미지 텍스트(hex코드값)와 배경(hex코드값) 간 명도대비가 X.X:1로 최소 명도대비 기준을 충족하지 않음
명도대비 기준을 충족하도록 텍스트 색상을 변경해야 함",,,,,,,,,,,,,,,,,,,,,,,
8,(텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,8. (텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,"이미지 텍스트의 경우 폰트 종류와 상관없이 14pt 크기에 해당하는 18.66px 미만인 경우 4.5:1 이상을 만족하지 않은 경우나, 18.66px 이상인 경우 3:1 이상을 만족하지 않은 경우(굵은 14pt 기준은 적용하지 않음)",공통,"이미지 텍스트(hex코드값)와 배경(hex코드값) 간 명도대비가 X.X:1로 최소 명도대비 기준을 충족하지 않음
명도대비 기준을 충족하도록 배경색을 변경하거나 텍스트에 명도대비 기준을 충족하는 그림자 또는 윤곽선을 제공해야 함",,,,,,,,,,,,,,,,,,,,,,,
8,(텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,8. (텍스트 콘텐츠의 명도 대비) 텍스트 콘텐츠와 배경 간의 명도 대비는 4.5 대 1 이상이어야 한다.,"이미지 텍스트의 경우 폰트 종류와 상관없이 14pt 크기에 해당하는 18.66px 미만인 경우 4.5:1 이상을 만족하지 않은 경우나, 18.66px 이상인 경우 3:1 이상을 만족하지 않은 경우(굵은 14pt 기준은 적용하지 않음)",공통,"본문 상세 이미지 내 일부 텍스트와 배경이 최소 명도대비 기준을 충족하지 않음
명도대비 기준을 충족하도록 배경색을 변경하거나 이미지 하단에 이미지에 포함된 모든 텍스트 정보를 시각적으로 확인 가능한 텍스트로 제공해야 함","본문 상세 이미지 내 일부 텍스트와 배경이 최소 명도대비 기준을 충족하지 않음
명도대비 기준을 충족하도록 배경색을 변경하거나 이미지 하단에 이미지에 포함된 모든 텍스트 정보를 시각적으로 확인 가능한 텍스트로 제공해야 함",,,,,,,,,,,,,,,,,,,,,,
9,(콘텐츠 간의 구분) 이웃한 콘텐츠는 구분될 수 있어야 한다.,9. (콘텐츠 간의 구분) 이웃한 콘텐츠는 구분될 수 있어야 한다.,-,공통,"이웃한 콘텐츠를 시각적으로 구분할 수 있는 단서가 제공되지 않아 인지 장애 사용자는 콘텐츠를 이해하기 어려움 
모든 이웃한 콘텐츠를 시각적으로 구분할 수 있도록 테두리, 구분선 등을 제공해야 함",,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,"상호작용이 불가능한 요소(<>)에 overflow 스타일을 적용하여 키보드를 이용했을 때 영역 높이를 벗어나는 콘텐츠를 확인할 수 없음
키보드로 접근 가능하도록 tabindex 속성을 적용해야 함",,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,"상호작용이 불가능한 요소(<>)에 javascript로 클릭 이벤트를 연결하여 키보드로는 기능을 실행할 수 없음
컨트롤 요소를 키보드로 접근 및 조작할 수 있도록 상호작용이 가능한 태그(<a>, <button> 등)로 변경해야 함",,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,커스텀 UI를 키보드로 접근 및 조작할 수 있도록 상호작용이 가능한 요소로 마크업을 변경해야 함,,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,커스텀 UI를 키보드로 접근 및 조작할 수 있도록 tabindex 속성을 선언해야 함,,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,마우스뿐만 아니라 키보드로 기능을 실행할 수 있도록 스크립트를 수정해야 함,,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,<a>가 컨트롤 요소로 인식되어 키보드로 접근할 수 있도록 href 속성과 속성값을 선언해야 함,,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,":hover 상태인 경우에만 스타일을 적용하여 키보드 사용자는 콘텐츠를 확인할 수 없음
스타일 시트에 :focus 선택자를 추가하여 키보드가 접근하였을 때에도 마우스와 동일한 효과가 발생하도록 해야 함",,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,"컨트롤 요소에 tabindex=""-1""이 선언되어 있어 키보드로 접근, 조작할 수 없음
tabindex=""-1""을 제거하여 개선해야 함",,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,레이어 닫기 버튼을 제공하거나 esc키를 눌렀을 때 레이어가 닫히도록 스크립트를 수정하여 키보드만으로 레이어 닫기 동작을 실행할 수 있도록 해야 함,레이어 팝업에 닫기 버튼이 없는 경우,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,"입력 서식을 시각적으로 숨기기 위해 부적절한 스타일을 적용하여 키보드 및 스크린 리더에서 요소를 조작 및 인지할 수 없음
display:none, visibility:hidden, width:0, height:0, font-size:0, opacity:0 중 하나 이상이 적용된 경우 스크린 리더는 의미나 기능이 없는 요소로 판단하고 무시하게 되므로 부적절한 스타일을 제거한 후 개선 방안을 참조하여 요소를 시각적으로 숨겨야 함","입력서식 선택자{overflow: hidden; position: absolute; z-index:-1; width: 1px; height: 1px; opacity:0.01;}

input[type=""checkbox""]:focus + label {
    outline: auto -webkit-focus-ring-color;
}",,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,키보드로 접근 및 운용이 불가능한 경우,PC,"메인 메뉴 1수준 링크에 마우스오버 이벤트만 연결하여 키보드 사용자는 메뉴 레이어를 펼칠 수 없음
1수준 링크 목록 중 가장 첫 번째 링크와 가장 마지막 링크가 초점을 가졌을 때 레이어가 실행되도록 하고 메인 메뉴 링크가 초점을 가진 상태에서는 레이어가 닫히지 않도록 구현해야 함",,,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,-,Mobile,"컨트롤 요소의 이름에 부적절한 스타일을 적용하여 iOS VoiceOver 스크린 리더에서 요소를 조작 및 인지할 수 없음
width:0, height:0, font-size:0, opacity:0 중 하나 이상이 적용된 경우 스크린 리더는 의미나 기능이 없는 요소로 판단하고 무시하게 되므로 부적절한 스타일을 제거한 후 개선 방안을 참조하여 요소를 시각적으로 숨겨야 함","공통 클래스의 스타일에  width:0, height:0, opacity:0(0.01 미만), font-size:0(1 미만) 적용 여부 확인",,,,,,,,,,,,,,,,,,,,,,
10,(키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,10. (키보드 사용 보장) 모든 기능은 키보드만으로도 사용할 수 있어야 한다.,-,Mobile,스크린 리더가 <a>가 링크임을 식별하고 접근할 수 있도록 href 속성과 속성값을 선언해야 함,"iOS: 일반 텍스트로 출력됨
Android: 읽지 않고 건너뜀",,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,공통,"레이어 팝업 열기 버튼을 실행하여 창이 활성화되었을 때, 초점을 레이어 팝업 자체 또는 레이어 팝업 내에서 상호작용이 가능한 첫 번째 요소로 이동해야 함
레이어 팝업을 닫았을 때, 초점은 레이어 팝업 열기 버튼으로 이동해야 함",레이어 팝업,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,공통,"페이지가 로딩되자 마자 제공되는 레이어 팝업이 <body> 내부의 첫 콘텐츠로 마크업되지 않아 헤더로 키보드 초점이 먼저 접근하여 키보드 사용자는 가려진 본문 콘텐츠를 탐색할 수 없음
페이지 로딩 시 본문 콘텐츠를 덮는 레이어 팝업을 사용하는 경우 팝업 요소를 본문의 가장 첫 요소(건너뛰기 링크 이전)로 마크업하여 키보드 사용자가 레이어를 닫을 수 있도록 구현해야 함",레이어 팝업,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,공통,시각을 활용하여 웹 페이지를 탐색하는 사용자가 콘텐츠에 접근하는 순서와 동일한 순서로 키보드 초점이 콘텐츠에 접근하도록 수정해야 함,,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,공통,"버튼을 실행했을 때 새로 생성된 콘텐츠 중 첫 번째 콘텐츠로 초점을 이동시켜, 스크린 리더 사용자는 새로운 콘텐츠가 생성되었음을 알 수 있고 키보드 사용자는 추가된 요소에서 탐색을 시작할 수 있도록 해야 함","더보기'와 같은 페이지네이션 요소에 적용함
이용 맥락상, 기존에 화면에 표시되지 않은 콘텐츠가 생성되었음을 알기 어려움 경우",,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,PC,"버튼 실행 시, 목표한 위치로 스크롤 동작이 발생하지만 초점은 버튼에 유지되어 키보드 사용자는 콘텐츠를 확인하기 어려움
목표한 콘텐츠 영역으로 키보드 초점이 함께 이동할 수 있도록 수정해야 함","top 버튼
실행 시 초점이 버튼에 그대로 남아 있는 경우",,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,Mobile,"버튼 실행 시, 목표한 위치로 스크롤 동작이 발생하지만 초점은 버튼에 유지되어 키보드 사용자는 콘텐츠를 확인하기 어려움
목표한 콘텐츠 영역으로 스크린 리더 가상 초점이 함께 이동할 수 있도록 수정해야 함","top 버튼
실행 시 초점이 버튼에 그대로 남아 있는 경우",,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,PC,"링크 실행 후 키보드 초점이 ~로 이동하여 키보드 및 스크린 리더 사용자는 문서 가장 처음부터 콘텐츠를 탐색할 수 없음
(링크 목적지 정보를 적절하게 수정해야 함 / 문서 가장 처음으로 이동하도록 스크립트를 수정해야 함)","top 버튼 
실행 시 문서 가장 처음이 아니라 다른 영역으로 이동하는 경우",,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,Mobile,"링크 실행 후 스크린 리더 가상 초점이 ~로 이동하여 스크린 리더 사용자는 문서 가장 처음부터 콘텐츠를 탐색할 수 없음
(링크 목적지 정보를 적절하게 수정해야 함 / 문서 가장 처음으로 이동하도록 스크립트를 수정해야 함)","top 버튼 
실행 시 문서 가장 처음이 아니라 다른 영역으로 이동하는 경우",,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,PC,컨트롤 실행 시 키보드 초점이 (웹 페이지 가장 처음으로 초기화되지 않고 /  ~로 이동하지 않고) 컨트롤 요소에 남아있도록 수정해야 함,,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,Mobile,컨트롤 실행 시 초점이 (웹 페이지 가장 처음으로 초기화되지 않고 /  ~로 이동하지 않고) 컨트롤 요소에 남아있도록 수정해야 함,,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,공통,"자동으로 갱신되는 텍스트에 초점이 접근하였을 때, 초점이 웹 페이지 가장 처음으로 초기화되지 않고 탐색이 가능하도록 해야 함",,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,PC,"재생/정지 버튼 실행 시 버튼에 display:none 속성이 적용되면서 키보드 초점이 소실됨
버튼에 active 클래스를 제공함과 동시에 display:block 처리되는 버튼에 focus 이벤트를 할당하여 키보드 초점이 사라지지 않도록 구현해야 함",,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,PC,tabindex 속성값을 1 이상으로 사용하게 될 경우 키보드 초점은 낮은 숫자 속성값을 가진 요소에 우선적으로 접근하게 되어 초점의 이동 순서가 비논리적으로 변경될 수 있으므로 불필요한 tabindex 속성 및 속성값을 삭제해야 함,잘못된 tabindex 속성값 사용,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점의 이동순서가 논리적이지 않으며 일관성이 없는 경우,PC,"표시된 요소에 키보드 초점이 진입하고 나면 키보드 초점이 묶이는 키보드 함정 현상이 발생하여  tab, shift + tab을 눌러 이전/다음 요소로 키보드 탐색을 실행할 수 없음
스크립트를 확인하여 해당 요소에 부적절한 keystroke 이벤트가 연결되어 있지 않은지 확인하여 수정해야 함",,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점 또는 키보드의 위치를 나타내는 요소가 시각적으로 표시되지 않은 경우,PC,컨트롤 요소에 적용된 (outline:none / opacity:0 / color:transparent) 스타일을 제거하여 초점을 시각적으로 확인할 수 있도록 수정해야 함,,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점 또는 키보드의 위치를 나타내는 요소가 시각적으로 표시되지 않은 경우,공통,"컨트롤 요소를 감싸고 있는 영역에 적용된 overflow:hidden 스타일을 제거하여, 초점을 시각적으로 확인할 수 있도록 해야 함",,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점 또는 키보드의 위치를 나타내는 요소가 시각적으로 표시되지 않은 경우,공통,"컨트롤 요소를 감싸고 있는 영역에 적용된 overflow:hidden 스타일로 인해 초점을 시각적으로 확인할 수 없음
컨트롤 요소에 초점이 진입하였을 때(:focus) 입력서식의 역할을 대신하는 요소에 강제로 테두리를 그려 초점을 확인할 수 있도록 해야 함",,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점 또는 키보드의 위치를 나타내는 요소가 시각적으로 표시되지 않은 경우,공통,"링크를 담고 있는 영역에 선언된 overflow:hidden 및 인접 영역과의 중첩으로 인해 초점을 시각적으로 명확하게 변별할 수 없음
링크의 outline-offset 스타일을 조정하여 키보드 초점이 시각적으로 명확하게 변별될 수 있도록 해야 함",,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점 또는 키보드의 위치를 나타내는 요소가 시각적으로 표시되지 않은 경우,공통,"입력서식을 시각적으로 표시되지 않도록 숨겨놓고 레이블/가상선택자에 별도의 스타일을 적용하고 있어 초점을 시각적으로 확인할 수 없음
입력서식의 스타일을 대체하고 있는 요소에 키보드 초점 표시를 위한 outline-style을 제공해야 함","입력서식의 크기가 줄어들어있는 경우
입력서식에 크기가 저징되지 않거나 display:none, visibility:hidden이 적용된 경우에는 8번 항목으로 진단


input[type=""checkbox""]:focus + label {
    outline: auto -webkit-focus-ring-color;
}",,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점 또는 키보드의 위치를 나타내는 요소가 시각적으로 표시되지 않은 경우,PC,"링크 요소가 크기를 갖지 않아 초점을 시각적으로 구분할 수 없음
<a>에 display:block을 적용하여 초점을 시각적으로 확인할 수 있도록 수정해야 함",,,,,,,,,,,,,,,,,,,,,,,
11,"(초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.","11. (초점 이동과 표시) 키보드에 의한 초점은 논리적으로 이동해야 하며, 시각적으로 구별할 수 있어야 한다.",초점 또는 키보드의 위치를 나타내는 요소가 시각적으로 표시되지 않은 경우,PC,"키보드로 콘텐츠 순차탐색/역탐색 시, 상단에 고정된 헤더 영역에 가려진 요소로 초점이 진입하여 키보드 초점을 명확하게 구분할 수 없음
헤더 영역 만큼의 scroll-padding을 제공하여 초점이 명확하게 변별되도록 해야 함",html{scroll-padding-top: px;},,,,,,,,,,,,,,,,,,,,,,
